show_id,category,title,director,cast,country,release_date,rating,duration,type,description,release_year,release_month,duration_value,duration_unit
s384,Movie,alexis viera: a story of surviving,luis ara,alexis viera,uruguay,2019-03-20,TV-MA,69 min,"documentaries, international movies, sports movies","after being shot during a robbery in colombia and losing sensation in his legs, uruguayan soccer star alexis viera finds a new sense of purpose.",2019,3,69,min
s385,Movie,ali & alia,hussein el ansary,"khalifa albhri, neven madi, talal mahmood, sawsan saad, fatma hassan",united arab emirates,2020-05-12,TV-14,106 min,"dramas, international movies, romantic movies",drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world.,2020,5,106,min
s386,Movie,ali baba ve 7 cüceler,cem yılmaz,"cem yılmaz, irina ivkina, çetin altay, zafer algöz, can yılmaz, bahtiyar engin, fevzi gökçe, yosi mizrahi",turkey,2020-07-01,TV-MA,115 min,"action & adventure, comedies, international movies","a garden gnome vendor and his brother-in-law attend a trade fair in sofia, where they accidentally stumble into shenanigans involving a mafia boss.",2020,7,115,min
s387,Movie,ali wong: baby cobra,jay karas,ali wong,united states,2016-05-06,TV-MA,60 min,stand-up comedy,"ali wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",2016,5,60,min
s388,Movie,ali wong: hard knock wife,jay karas,ali wong,united states,2018-05-13,TV-MA,64 min,stand-up comedy,"two years after the hit ""baby cobra,"" ali wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",2018,5,64,min
s389,Movie,ali's wedding,jeffrey walker,"osamah sami, don hany, helana sawires, frances duca, majid shokor, rodney afif, ghazi alkinani, ryan corr",australia,2018-06-08,TV-MA,110 min,"comedies, independent movies, international movies","after telling a white lie that spins out of control, the son of an iraqi-born cleric in melbourne becomes torn between family duty and his own heart.",2018,6,110,min
s390,TV Show,alias grace,"raúl campos, jan suter","sarah gadon, edward holcroft, paul gross, anna paquin, rebecca liddiard, zachary levi, kerr logan, david cronenberg",canada,2017-11-03,TV-MA,1 Season,"crime tv shows, international tv shows, tv dramas","in 19th-century canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. based on margaret atwood's award-winning novel.",2017,11,1,Season
s391,Movie,"alias jj, la celebridad del mal","raúl campos, jan suter",david attenborough,united states,2017-09-01,TV-MA,54 min,"documentaries, international movies","witnesses and public figures respond to controversial claims about pablo escobar made by the medellín cartel's sole survivor, john jairo velásquez.",2017,9,54,min
s392,Movie,alibaba aur 40 chor,"latif faiziyev, umesh mehra","dharmendra, hema malini, zeenat aman, rolan bykov, prem chopra, yakub akhmedov, madan puri, sofiko chiaureli","soviet union, india",2018-01-15,TV-14,147 min,"action & adventure, international movies, sci-fi & fantasy",a simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.,2018,1,147,min
s393,Movie,alice doesn't live here anymore,martin scorsese,"ellen burstyn, kris kristofferson, billy green bush, diane ladd, harvey keitel, lelia goldoni, lane bradbury, vic tayback, jodie foster, alfred lutter",united states,2019-07-01,PG,112 min,"classic movies, comedies, dramas","a widowed singer and single mother starts over as a diner waitress in arizona, befriending her coworkers and romancing a ruggedly handsome rancher.",2019,7,112,min
s394,TV Show,alice in borderland,"raúl campos, jan suter","kento yamazaki, tao tsuchiya, nijiro murakami, yuki morinaga, keita machida, ayaka miyoshi, dori sakurada, aya asahina, shuntaro yanagi, yutaro watanabe, ayame misaki, mizuki yoshida, tsuyoshi abe, nobuaki kaneko, sho aoyagi, riisa naka",japan,2020-12-10,TV-MA,1 Season,"international tv shows, tv action & adventure, tv mysteries","an aimless gamer and his two friends find themselves in a parallel tokyo, where they're forced to compete in a series of sadistic games to survive.",2020,12,1,Season
s395,Movie,alice junior,gil baroni,"anne celestino mota, emmanuel rosset, matheus moura, surya amitrano, thaís schier, cida rolim, katia horn, igor augustho, marcel szymanski",brazil,2020-10-23,TV-MA,87 min,"comedies, international movies, lgbtq movies","in a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss.",2020,10,87,min
s396,Movie,alien contact: outer space,j. michael long,j. michael long,united states,2018-01-09,TV-PG,63 min,documentaries,this fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system.,2018,1,63,min
s397,TV Show,alien tv,"raúl campos, jan suter","rob tinkler, julie lemieux, john cleland, kyle dooley, rupert degas",united states,2020-08-21,TV-Y7,1 Season,"kids' tv, tv comedies","alien reporters ixbee, pixbee and squee travel to a lovely but odd planet called earth, where they attempt to make sense of humans and their hobbies.",2020,8,1,Season
s398,Movie,alien warfare,jeremiah jones,"clayton snyder, david meadows, daniel washington, scott c. roe, larissa andrade, sal rendino, jose guns alves, scott king",united states,2019-04-05,TV-MA,88 min,"action & adventure, sci-fi & fantasy",the u.s. navy seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.,2019,4,88,min
s399,TV Show,alien worlds,"raúl campos, jan suter",david attenborough,united kingdom,2020-12-02,TV-PG,1 Season,"british tv shows, docuseries, international tv shows","applying the laws of life on earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets.",2020,12,1,Season
s400,Movie,alien xmas,stephen chiodo,"keythe farley, dee bradley baker, kaliayh rhambo, michelle deco, barbara goodson",united states,2020-11-20,TV-Y,42 min,children & family movies,"a young elf mistakes a tiny alien for a christmas gift, not knowing her new plaything has plans to destroy earth's gravity — and steal all the presents.",2020,11,42,min
s401,Movie,aliens ate my homework,sean mcnamara,"william shatner, dan payne, kirsten robek, ty consiglio, sean mcnamara, christian convery, jayden greig, lauren mcnamara, alex zahara, sandy robson",united states,2018-03-06,PG,90 min,"children & family movies, comedies, sci-fi & fantasy",tiny alien lawmen fly into rod's bedroom and recruit him into helping them stop an intergalactic criminal – who's disguised as a very familiar human.,2018,3,90,min
s402,Movie,alive and kicking,susan glatzer,david attenborough,"sweden, united states",2017-08-10,TV-14,89 min,documentaries,take an inside look at swing dancing's continued prosperity and the lively and joyous personalities that make the art form so unique.,2017,8,89,min
s403,Movie,all about love,adze ugah,"chris attoh, katlego danke, enyinna nwigwe, nomzamo mbatha, richard lukunku, zenande mfenyane, leroy gopal, angela sithole",south africa,2020-03-06,TV-MA,79 min,"dramas, international movies, romantic movies",an inseparable couple struggles to stay together when betrayal threatens to tear their lives apart.,2020,3,79,min
s404,Movie,all about nina,eva vives,"mary elizabeth winstead, common, kate del castillo, chace crawford, jay mohr, beau bridges, clea duvall, melonie diaz, camryn manheim, mindy sterling, angelique cabral, nicole byer, todd louiso, elizabeth masucci, sonoya mizuno, charlotte newhouse, victor rasuk, andree vermeulen",united states,2019-03-18,R,101 min,"comedies, dramas, independent movies","fearless provocation has fueled stand-up comic nina geld's career, but a move to la and a new love take her to new levels of honesty.",2019,3,101,min
s405,TV Show,all about the washingtons,"raúl campos, jan suter","joseph simmons, justine simmons, kiana ledé, nathan anderson, leah rose randall, maceo smedley, quincy fouse, dj ruckus, adain bradley, tim meadows, daymond john, erick chavarria, christopher clarke, aubrey cleland, arsenio hall, stephen schneider, max goudsmit, noah gerry, jamie vandyke, ashleigh hairston",united states,2018-08-10,TV-PG,1 Season,tv comedies,"hip-hop icon mc joe speed retires from showbiz and finds a new rhythm balancing business, romance and everyday family chaos.",2018,8,1,Season
s406,TV Show,all american,"raúl campos, jan suter","daniel ezra, taye diggs, samantha logan, bre-z, greta onieogou, monet mazur, michael evans behling, cody christian, karimah westbrook, jalyn hall, jordan belfi, briana lane",united states,2020-03-17,TV-14,2 Seasons,"tv dramas, teen tv shows",culture clashes and brewing rivalries test a teen football player from south los angeles when he’s recruited to the beverly hills high school team.,2020,3,2,Seasons
s407,Movie,all because of you,adrian teh,"hairul azreen, janna nick, amerul affendi, henley hii, nam ron, theebaan govindasamy, taufiq hanafi, hafizul kamal, josiah hogan, sophia albarakbah, sugeeta chandran, anna jobling",malaysia,2020-10-01,TV-PG,102 min,"action & adventure, comedies, international movies","after falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place.",2020,10,102,min
s408,Movie,all day and a night,joe robert cole,"jeffrey wright, ashton sanders, regina taylor, yahya abdul-mateen ii, isaiah john, kelly jenrette, shakira ja-nai paye",united states,2020-05-01,R,122 min,"dramas, independent movies","while serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.",2020,5,122,min
s409,Movie,all dogs go to heaven,"don bluth, gary goldman, dan kuenster","dom deluise, burt reynolds, daryl gilley, candy devine, charles nelson reilly, vic tayback, melba moore, judith barsi, rob fuller, earleen carey, anna manahan, nigel pegram, loni anderson, ken page, godfrey quigley","ireland, united kingdom, united states",2020-06-01,G,85 min,children & family movies,"when a canine con artist becomes an angel, he sneaks back to earth and crosses paths with an orphan girl who can speak to animals.",2020,6,85,min
s410,TV Show,all for love,"raúl campos, jan suter","ana maría estupiñán, carlos torres, yuri vargas, jim muñoz, julio sánchez cóccaro, alina lozano, valeria gálviz, juan millán, juan del río, mario duarte",colombia,2020-06-26,TV-MA,1 Season,"international tv shows, romantic tv shows, spanish-language tv shows","a penniless country boy goes in search of his runaway sister in bogotá, where he falls for an aspiring singer, but gets tangled up in organized crime.",2020,6,1,Season
s411,Movie,all good ones get away,víctor garcía,"claire forlani, jake abel, titus welliver, melina matthews","spain, italy",2019-07-30,TV-MA,83 min,"international movies, thrillers","when a mysterious figure blackmails an adulterous couple during a romantic getaway, their secret affair turns into a fight for survival.",2019,7,83,min
s412,TV Show,all hail king julien,"raúl campos, jan suter","danny jacobs, andy richter, henry winkler, kevin michael richardson, india de beaufort, jeff bennett, david krumholtz, diedrich bader, debra wilson, sarah thyre, betsy sodaro",united states,2017-12-01,TV-Y7,5 Seasons,"kids' tv, tv comedies","in this emmy winner for outstanding children's animated program, madagascar booty-shaker king julien takes on the jungle’s craziest adventures.",2017,12,5,Seasons
